area_code,measure
E02003265,82.5
E02003266,69
E02003267,70.8
E02003268,68.6
E02003269,73
E02003270,73.7
E02003271,76.5
E02003272,66.4
E02003273,70
E02003274,62.2
E02003275,54.3
E02003276,58.4
E02003277,63.9
E02003278,55.6
E02003279,87.3
E02003280,82.8
E02003281,86.6
E02003282,81.7
E02003283,83.2
E02003284,80.4
E02003285,75.6
E02003286,88.8
E02003287,82.5
E02003288,71.8
E02003289,85
E02003290,81.9
E02003291,83.2
E02003292,70.3
E02003293,70.7
E02003294,86.9
E02003295,82.2
E02003296,86.8
E02003297,82.7
E02003298,84.3
E02003299,86.4
E02003300,83.2
E02003301,74.4
E02003302,73.2
E02003303,75.1
E02003304,79.8
E02003305,82.7
E02003307,75.9
E02003308,76.4
E02003309,79.1
E02003310,65.4
E02003311,69.4
E02003312,64.1
E02003313,67.6
E02003314,84.3
E02003315,88.2
E02003316,85.2
E02003317,86.4
E02003318,88.7
E02003319,78.5
E02003320,75.7
E02003321,80.2
E02003322,65.8
E02003323,78.5
E02003324,78
E02003325,67
E02003326,77.8
E02003327,79.5
E02003328,64.8
E02003329,72.2
E02003330,80.5
E02003331,84.2
E02003332,83
E02003333,61.6
E02003334,73.4
E02003335,67.2
E02003336,88.4
E02003337,79.5
E02003338,84.7
E02003339,86.5
E02003340,82.5
E02003341,88
E02003342,88.8
E02003343,91.3
E02003344,82.6
E02003345,88.6
E02003346,86.8
E02003347,85
E02003348,91.5
E02003349,88.7
E02003350,85.3
E02003351,85.4
E02003352,89.5
E02003353,86.7
E02003354,88.7
E02003355,79.7
E02003356,86.1
E02003357,78.6
E02003358,79.9
E02003359,84.9
E02003360,83.6
E02003361,83.3
E02003362,83.9
E02003363,88.3
E02003364,89.2
E02003365,89.3
E02003366,88
E02003367,91
E02003368,88.8
E02003369,90.8
E02003370,90.2
E02003371,91.9
E02003372,87.9
E02003373,89.8
E02003374,86
E02003375,88.6
E02003376,88.8
E02003377,88.8
E02003378,86.9
E02003379,83.9
E02003380,89.2
E02003381,89.8
E02003382,87.1
E02003383,90.2
E02003384,90.7
E02003385,82.9
E02003386,85.1
E02003387,90.3
E02003388,88.3
E02003389,88.8
E02003390,91.7
E02003391,86.5
E02003392,79.5
E02003393,87.8
E02003394,75.9
E02003395,66.4
E02003396,71.8
E02003397,82.3
E02003398,67
E02003399,62.2
E02003400,73.2
E02003401,73.1
E02003402,65.5
E02003403,80.1
E02003404,61.5
E02003405,71.2
E02003406,77.8
E02003407,74
E02003408,67.7
E02003409,78.6
E02003410,69
E02003411,73.1
E02003412,77.3
E02003413,67.2
E02003414,72.9
E02003415,64.7
E02003416,80.3
E02003417,74.3
E02003418,78.1
E02003419,78.1
E02003420,70.2
E02003421,87.9
E02003422,89.8
E02003423,83.7
E02003424,86.7
E02003425,77.7
E02003426,88.6
E02003427,77.8
E02003428,88.6
E02003429,87.1
E02003430,83.8
E02003431,81.8
E02003432,84.8
E02003433,88.2
E02003434,84
E02003435,84.8
E02003436,86.7
E02003437,83.4
E02003438,84.9
E02003439,88.6
E02003440,89.9
E02003441,88.7
E02003442,89.1
E02003443,85.2
E02003444,83.3
E02003445,88.7
E02003446,81.7
E02003447,87
E02003448,88.6
E02003449,86.9
E02003450,83.8
E02003451,83.9
E02003452,88.9
E02003453,90.7
E02003454,87.7
E02003455,88
E02003456,83.9
E02003457,91.7
E02003458,88.1
E02003459,91.6
E02003460,87.2
E02003461,86.9
E02003462,85.4
E02003463,80.8
E02003464,74.5
E02003465,82
E02003466,77.7
E02003467,70.7
E02003468,82.6
E02003469,83
E02003470,71.1
E02003471,72.4
E02003472,61.5
E02003473,82.4
E02003474,76.5
E02003475,74.9
E02003476,67.2
E02003477,82.4
E02003478,84
E02003479,68.2
E02003480,79.9
E02003481,70.9
E02003482,86.1
E02003483,81
E02003484,78.4
E02003485,82.3
E02003486,82.1
E02003487,84.7
E02003488,76.7
E02003489,83.8
E02003490,76.6
E02003491,85.7
E02003492,57
E02003493,86.7
E02003494,85.9
E02003495,87.1
E02003496,83.8
E02003497,86.2
E02003498,73
E02003499,75.2
E02003500,83.1
E02003501,83.3
E02003502,84.5
E02003503,83.9
E02003504,78.1
E02003505,72.4
E02003506,82.1
E02003507,86.3
E02003508,77.4
E02003509,76.2
E02003510,77.1
E02003511,81.4
E02003512,76.5
E02003513,82.7
E02003514,72.8
E02003515,76.7
E02003516,71.8
E02003517,61.4
E02003518,73.8
E02003519,64.5
E02003520,67.2
E02003521,76.1
E02003522,72.6
E02003523,86.4
E02003524,81.3
E02003525,79.3
E02003526,91.6
E02003527,84.4
E02003529,88.4
E02003530,84.3
E02003531,87.9
E02003532,80.8
E02003533,82.1
E02003534,81.2
E02003535,79.7
E02003536,75.6
E02003537,85.2
E02003538,73.6
E02003539,74.4
E02003540,83.8
E02003541,69
E02003542,78
E02003543,71.5
E02003544,81.6
E02003545,71.9
E02003546,82
E02003547,69.9
E02003548,79.1
E02003549,73.1
E02003550,83.2
E02003551,68.4
E02003552,81.1
E02003553,62
E02003554,81.9
E02003555,80.3
E02003556,85
E02003557,76.7
E02003558,72.2
E02003559,83.7
E02003560,77.8
E02003561,68
E02003562,79.5
E02003563,78.5
E02003564,82.8
E02003565,64.6
E02003566,82
E02003567,78.6
E02003568,71.5
E02003569,69.9
E02003570,55.6
E02003571,59.5
E02003572,84.6
E02003573,78.7
E02003574,85.8
E02003575,76.7
E02003576,80.3
E02003577,61.4
E02003578,84.1
E02003579,80.5
E02003580,76.4
E02003581,83.9
E02003582,88.9
E02003583,87.4
E02003584,81.1
E02003585,89.2
E02003586,84.8
E02003587,81.4
E02003588,83.7
E02003589,82.5
E02003590,91.2
E02003591,86.4
E02003592,90
E02003593,90
E02003594,84.7
E02003595,88.8
E02003596,84.4
E02003597,86.8
E02003598,82.6
E02003599,87.2
E02003600,86.6
E02003601,89.8
E02003602,89.9
E02003603,87.9
E02003604,88.6
E02003605,76.4
E02003606,89.4
E02003607,88.3
E02003608,88.7
E02003609,88.9
E02003610,89.1
E02003611,90.4
E02003612,89
E02003613,87
E02003614,89.8
E02003615,89.8
E02003616,90.4
E02003617,88.6
E02003618,87.5
E02003619,86.1
E02003620,84.6
E02003621,86.8
E02003622,75.6
E02003623,87.4
E02003624,76.5
E02003625,69.7
E02003626,81.9
E02003627,68.9
E02003628,67.7
E02003629,70.6
E02003630,65.7
E02003631,79.4
E02003632,77.8
E02003633,78.2
E02003634,83.6
E02003635,87.5
E02003636,88.1
E02003637,85.8
E02003638,88.7
E02003639,84.1
E02003640,86.7
E02003641,90.5
E02003642,72.9
E02003643,86.9
E02003644,77.8
E02003645,80.4
E02003646,79.9
E02003647,77.8
E02003648,74.9
E02003649,84.2
E02003650,89.3
E02003651,86.8
E02003652,83.6
E02003653,76.9
E02003654,91
E02003655,89.2
E02003656,89.8
E02003657,89.8
E02003658,89.6
E02003659,88.3
E02003660,90.4
E02003661,89.7
E02003662,81.7
E02003663,82
E02003664,78.2
E02003665,82.1
E02003666,76.5
E02003667,86.1
E02003668,90.2
E02003669,76.9
E02003670,85
E02003671,81.6
E02003672,90.7
E02003673,92.2
E02003674,92.9
E02003675,89.2
E02003676,90.4
E02003677,84.4
E02003678,89.1
E02003679,82.7
E02003680,91.3
E02003681,88.8
E02003682,89
E02003683,89.6
E02003685,89.7
E02003686,89.6
E02003687,87.2
E02003688,86.5
E02003689,83.5
E02003690,83.3
E02003691,88.1
E02003692,86.1
E02003693,89.2
E02003694,86.3
E02003695,84.7
E02003696,90
E02003697,91.6
E02003698,92.1
E02003699,88.9
E02003701,82.8
E02003702,90.7
E02003703,78.5
E02003704,91
E02003705,73.1
E02003706,78.8
E02003707,77.4
E02003708,68
E02003709,77
E02003710,76
E02003711,81.5
E02003712,85
E02003713,90.8
E02003714,85.9
E02003715,89.6
E02003716,90.4
E02003717,88.8
E02003718,86.5
E02003719,71.2
E02003720,67.7
E02003721,67.6
E02003722,71.7
E02003723,60
E02003724,71.5
E02003725,61.6
E02003726,58.4
E02003727,71.4
E02003728,70.5
E02003729,79.9
E02003730,71.8
E02003731,75.6
E02003732,86.3
E02003733,91.5
E02003734,89.5
E02003735,86.6
E02003736,93.1
E02003737,66.2
E02003738,90.2
E02003739,91.3
E02003740,91.3
E02003742,87.7
E02003743,64.8
E02003744,68.4
E02003745,86.9
E02003746,85.6
E02003747,88.1
E02003748,85.7
E02003749,89.5
E02003750,90.1
E02003751,89.9
E02003752,86.4
E02003753,85.4
E02003754,89
E02003755,88.7
E02003756,89.5
E02003757,90
E02003758,89.5
E02003759,90.6
E02003760,70.8
E02003761,84.9
E02003762,89.1
E02003763,85.8
E02003764,79.1
E02003765,83.8
E02003766,88.2
E02003767,90.2
E02003768,90.7
E02003769,89.6
E02003770,88
E02003771,85.5
E02003772,89.6
E02003773,87.3
E02003774,87.7
E02003775,90.5
E02003776,87.1
E02003777,88.4
E02003778,88.2
E02003779,85.8
E02003780,83.8
E02003781,84.9
E02003783,82.2
E02003784,89.9
E02003785,86.2
E02003786,87.6
E02003787,91.1
E02003788,88.6
E02003789,86.5
E02003790,91.4
E02003791,88.3
E02003792,90.5
E02003793,89.5
E02003794,87.8
E02003795,90.6
E02003796,88.4
E02003797,87.8
E02003798,78.7
E02003799,80.7
E02003800,92.4
E02003801,88.4
E02003802,76.8
E02003803,70.4
E02003804,84.3
E02003805,91.6
E02003806,89.7
E02003807,87.6
E02003808,82.6
E02003809,89.4
E02003810,90.2
E02003811,92.2
E02003812,91.2
E02003813,92.4
E02003814,89
E02003815,86.4
E02003816,87.9
E02003817,92.2
E02003818,92.7
E02003819,92.6
E02003820,90.9
E02003821,89.3
E02003822,91.6
E02003823,90.9
E02003824,90.5
E02003825,88.7
E02003826,80
E02003827,71.5
E02003828,74.4
E02003829,80.4
E02003830,68.9
E02003831,91.8
E02003832,62.8
E02003833,86.7
E02003834,71.3
E02003835,92.6
E02003836,88.5
E02003837,90.3
E02003838,90.6
E02003839,89.4
E02003840,92
E02003841,90
E02003842,92.2
E02003843,85.9
E02003844,91.3
E02003845,75.6
E02003846,80.7
E02003847,91.1
E02003848,82.1
E02003849,77.7
E02003850,88.2
E02003851,89.6
E02003852,91
E02003853,89.8
E02003854,90.5
E02003855,92.2
E02003856,83.5
E02003857,82
E02003858,84.9
E02003859,88.8
E02003860,89.4
E02003861,87.3
E02003862,89.5
E02003863,91.9
E02003864,88.3
E02003865,88.6
E02003866,89.5
E02003867,88.9
E02003868,86.5
E02003869,89.9
E02003870,83.8
E02003871,86.6
E02003872,91.8
E02003873,83.4
E02003874,89.4
E02003875,91.5
E02003876,87.5
E02003877,91.1
E02003878,90.1
E02003879,85.1
E02003880,89.1
E02003881,84.8
E02003882,85.9
E02003883,91
E02003884,91.8
E02003885,91
E02003886,84.8
E02003887,87.9
E02003888,84.9
E02003889,84.1
E02003890,86.9
E02003891,92.3
E02003892,90.2
E02003893,90.7
E02003894,88.9
E02003895,88.6
E02003896,85.3
E02003897,92.8
E02003898,90.3
E02003899,90.4
E02003900,90.3
E02003901,90.5
E02003902,88.7
E02003903,88.5
E02003904,92.2
E02003905,88
E02003906,88.4
E02003907,88.7
E02003908,85.6
E02003909,87.3
E02003910,85.3
E02003911,90.7
E02003912,90.8
E02003913,89.9
E02003914,82.4
E02003915,80.4
E02003916,84
E02003917,88.7
E02003918,88
E02003919,83.9
E02003920,85.3
E02003921,88.3
E02003922,83.7
E02003923,82.6
E02003924,85.9
E02003925,74.6
E02003926,87.8
E02003927,85.4
E02003928,89.1
E02003929,88.3
E02003930,90.5
E02003931,88.4
E02003932,89.1
E02003933,87.9
E02003934,87.2
E02003935,81.6
E02003936,89.9
E02003937,89.1
E02003938,86.9
E02003939,89.9
E02003940,90.9
E02003941,83.5
E02003942,83.5
E02003943,84
E02003944,86.3
E02003945,89.3
E02003946,87.3
E02003947,86.6
E02003948,85.8
E02003949,81.2
E02003950,86
E02003951,85.8
E02003952,84.4
E02003953,86.1
E02003954,78.2
E02003955,81.1
E02003956,82.9
E02003957,86.2
E02003958,87.7
E02003959,86.2
E02003960,90.6
E02003961,89.7
E02003962,87.7
E02003963,85.9
E02003964,91.8
E02003965,92
E02003966,92.4
E02003967,91.3
E02003968,92.2
E02003969,87.9
E02003970,92.3
E02003971,92.8
E02003972,88.5
E02003973,84.5
E02003974,89.3
E02003975,91.6
E02003976,88.3
E02003977,90
E02003978,89.6
E02003979,92.4
E02003980,81
E02003981,86.9
E02003982,89.2
E02003983,80.8
E02003984,73.1
E02003985,86.1
E02003986,84.6
E02003987,79.1
E02003988,89.7
E02003989,90.7
E02003990,90.8
E02003991,92.6
E02003992,78.3
E02003993,92.5
E02003994,83.4
E02003995,84.7
E02003996,80.5
E02003997,80.5
E02003998,83.7
E02003999,91.2
E02004000,89.1
E02004001,86.4
E02004002,91.3
E02004003,89
E02004004,87.5
E02004005,90.1
E02004006,92.1
E02004007,87.8
E02004008,89.8
E02004009,93.2
E02004010,85
E02004011,91.4
E02004012,90.3
E02004013,92.5
E02004014,92
E02004015,78.8
E02004016,81.9
E02004017,87.5
E02004018,83.9
E02004019,91.9
E02004020,91
E02004021,89.7
E02004022,89.9
E02004023,87.6
E02004024,91.3
E02004025,91.1
E02004026,87.1
E02004027,91.9
E02004028,92.2
E02004029,84.6
E02004030,92.9
E02004031,82
E02004032,91.6
E02004033,88.2
E02004034,92.7
E02004035,92.4
E02004036,88.9
E02004037,92.9
E02004038,91.1
E02004039,92.6
E02004040,88.4
E02004041,87.7
E02004043,91.5
E02004044,91.9
E02004045,92.3
E02004046,89.3
E02004047,84
E02004048,84.1
E02004049,89.1
E02004050,81.5
E02004051,77.4
E02004052,88.6
E02004053,85.1
E02004054,88.1
E02004055,86.9
E02004056,85.6
E02004057,87.6
E02004058,85.8
E02004059,91.8
E02004060,89.1
E02004061,88.4
E02004062,90.5
E02004063,91.6
E02004064,80
E02004065,93.8
E02004066,89.1
E02004067,82.5
E02004068,94
E02004069,92.8
E02004070,91.7
E02004071,90.2
E02004072,92
E02004073,87.5
E02004074,90.3
E02004075,92
E02004076,89
E02004077,89.1
E02004078,81.9
E02004080,84.8
E02004081,92.1
E02004082,92.7
E02004083,86.6
E02004084,86.6
E02004085,87
E02004086,90
E02004087,83.5
E02004088,91.5
E02004089,79.3
E02004090,89.4
E02004091,88.6
E02004092,87.3
E02004093,87.5
E02004094,84.1
E02004095,89
E02004096,91.7
E02004097,90.4
E02004098,89.5
E02004100,91.5
E02004102,84.5
E02004103,86.1
E02004104,91.2
E02004105,90.2
E02004106,92.3
E02004108,89.9
E02004109,92.5
E02004110,94.2
E02004111,90.5
E02004112,93.6
E02004113,86.7
E02004114,92.8
E02004115,90.6
E02004116,86.9
E02004117,89.8
E02004118,89.8
E02004119,91.4
E02004120,87.9
E02004121,90.6
E02004122,89.6
E02004123,93.2
E02004124,88.1
E02004125,87.6
E02004126,88.8
E02004128,90.2
E02004129,91
E02004130,90.2
E02004131,91.4
E02004132,92
E02004133,88.4
E02004134,89.2
E02004135,91.6
E02004136,92.7
E02004137,91
E02004138,91.7
E02004139,91.8
E02004140,90.5
E02004141,91.5
E02004142,90.3
E02004143,92.6
E02004144,91.5
E02004145,92.6
E02004146,88.8
E02004147,82.9
E02004148,91
E02004149,70.2
E02004150,82.4
E02004151,87.2
E02004152,70.1
E02004153,85.1
E02004154,81.1
E02004155,87.5
E02004156,69.9
E02004157,84.7
E02004158,82.5
E02004159,89
E02004160,90.4
E02004161,82.6
E02004162,87.6
E02004163,90.5
E02004164,91.4
E02004165,91.5
E02004166,91
E02004167,83.2
E02004168,85
E02004169,90.7
E02004170,86
E02004171,90.9
E02004172,91.2
E02004173,90.7
E02004174,87.5
E02004175,84
E02004176,86.9
E02004177,87.1
E02004178,88.8
E02004179,90.5
E02004180,89.9
E02004181,85
E02004182,79.4
E02004183,86.8
E02004184,85.3
E02004185,92.2
E02004186,89.4
E02004187,88.9
E02004188,90.3
E02004189,89.4
E02004190,88.8
E02004191,79.9
E02004192,89.7
E02004193,91.4
E02004194,84.2
E02004195,88.3
E02004196,91.1
E02004197,92.1
E02004198,88.9
E02004199,91.4
E02004200,91.3
E02004201,91
E02004202,91.5
E02004203,89.2
E02004204,91.4
E02004205,91.7
E02004206,89.9
E02004207,90.4
E02004208,90.8
E02004209,89.8
E02004210,87.1
E02004211,92.7
E02004212,88.7
E02004213,87.4
E02004214,83.4
E02004215,87.6
E02004216,88.4
E02004217,83.1
E02004218,90.8
E02004219,91
E02004220,90.1
E02004221,91.4
E02004222,85.7
E02004223,87.1
E02004224,90.8
E02004225,88.2
E02004226,91.5
E02004227,89
E02004228,89.2
E02004229,90
E02004230,87
E02004231,88.2
E02004232,89.4
E02004233,90.3
E02004234,91.5
E02004235,91.5
E02004236,89.4
E02004237,87.6
E02004238,90.9
E02004239,91.9
E02004240,84
E02004241,86
E02004242,90.7
E02004243,91
E02004244,91.6
E02004245,90
E02004246,91
E02004247,90.2
E02004248,92
E02004249,91.5
E02004250,89.5
E02004251,90.4
E02004252,87.8
E02004253,91.7
E02004254,90.6
E02004255,88
E02004256,89.4
E02004257,86.3
E02004258,89.1
E02004259,85.2
E02004260,87.9
E02004261,88.4
E02004262,87.6
E02004263,89.5
E02004264,88.1
E02004265,90.7
E02004266,88.9
E02004267,90.4
E02004268,88.7
E02004269,88.7
E02004270,90.9
E02004271,90.4
E02004272,91.8
E02004273,88.8
E02004274,90.1
E02004275,90.8
E02004276,90
E02004277,88.8
E02004278,91.6
E02004279,91.4
E02004280,91.5
E02004281,86.9
E02004282,92.2
E02004283,89.3
E02004284,82.8
E02004285,87.7
E02004286,88.3
E02004287,89.6
E02004288,82
E02004289,90.1
E02004290,92
E02004291,86.6
E02004292,91.9
E02004293,87
E02004294,92.3
E02004295,89.8
E02004296,86.9
E02004297,90.7
E02004298,89.7
E02004299,87.8
E02004300,85.6
E02004301,83.7
E02004302,81.5
E02004303,87.5
E02004304,86.5
E02004305,86.2
E02004306,90.1
E02004307,88.7
E02004308,89.5
E02004309,85.1
E02004310,88.7
E02004311,87.6
E02004312,91.8
E02004313,74
E02004314,65.3
E02004315,79.4
E02004316,86.5
E02004317,88.6
E02004318,85.2
E02004319,90.2
E02004320,89.8
E02004321,84.5
E02004322,84.3
E02004323,87.1
E02004324,85.5
E02004325,81.5
E02004326,85.3
E02004327,83.1
E02004328,84.8
E02004329,88.6
E02004330,87.4
E02004331,86.7
E02004332,88.3
E02004333,90.7
E02004334,87.2
E02004335,85.1
E02004336,86.8
E02004337,88.5
E02004338,86.5
E02004339,92.8
E02004340,83.7
E02004341,90.8
E02004342,78.5
E02004343,87.3
E02004344,87.8
E02004345,90.7
E02004346,93
E02004347,88.8
E02004348,92
E02004349,83.7
E02004350,89.1
E02004351,83.7
E02004352,84.7
E02004353,90.3
E02004354,87.8
E02004355,83.2
E02004356,84.2
E02004357,83.2
E02004358,85.6
E02004359,86.2
E02004361,85.9
E02004362,84.6
E02004363,83.8
E02004364,87.2
E02004365,67.7
E02004366,73.5
E02004367,86.3
E02004368,85
E02004369,89.5
E02004370,79.7
E02004371,82.6
E02004372,75.7
E02004373,83.8
E02004374,82.5
E02004375,78.8
E02004376,72.8
E02004377,83.8
E02004378,71.3
E02004379,89.8
E02004380,89.5
E02004381,85.7
E02004382,89.9
E02004383,82.4
E02004384,87.3
E02004385,88.4
E02004386,85.2
E02004387,80
E02004388,85.7
E02004389,92
E02004390,90.8
E02004391,88.3
E02004392,89.1
E02004393,89.3
E02004394,88.6
E02004395,87.5
E02004396,87.9
E02004397,87.3
E02004398,81.7
E02004399,88.2
E02004400,91.5
E02004401,91.7
E02004402,82.8
E02004403,72.3
E02004404,89.3
E02004405,90.1
E02004406,91.9
E02004407,89
E02004408,87.7
E02004409,87.6
E02004410,88.5
E02004411,89.5
E02004412,88.3
E02004413,88.4
E02004414,90
E02004415,88.2
E02004416,85.8
E02004417,89.4
E02004418,88.6
E02004419,84.8
E02004420,84.3
E02004421,88.7
E02004422,89.1
E02004423,90.7
E02004424,90.3
E02004425,88.1
E02004426,86.9
E02004427,88.9
E02004428,86.5
E02004429,87.1
E02004430,87
E02004431,84.4
E02004432,82.3
E02004433,82.6
E02004434,79.1
E02004435,78.4
E02004436,73.5
E02004437,82.1
E02004438,74
E02004439,75
E02004440,78.2
E02004441,78
E02004442,75.3
E02004443,78.3
E02004444,85.4
E02004445,77.6
E02004446,89.5
E02004447,90.1
E02004448,87
E02004449,84.6
E02004450,88.5
E02004451,90.3
E02004452,88.8
E02004453,81.6
E02004454,81.5
E02004455,89.3
E02004456,82.6
E02004457,85.2
E02004458,89.3
E02004459,90.2
E02004460,86.1
E02004461,84.4
E02004462,85.5
E02004463,89.2
E02004464,86.4
E02004465,87
E02004466,84.6
E02004467,81.6
E02004468,90.1
E02004469,86
E02004470,78.6
E02004471,82.6
E02004472,88.6
E02004473,86
E02004474,87.5
E02004475,87.2
E02004476,87.1
E02004477,90.7
E02004478,85.1
E02004479,87.7
E02004480,82.5
E02004481,87.8
E02004482,80
E02004483,86.8
E02004484,84.7
E02004485,87.9
E02004486,88.6
E02004487,83.6
E02004488,87
E02004489,86.7
E02004490,78.7
E02004491,87.6
E02004492,84.3
E02004493,79.6
E02004494,71.9
E02004495,88.6
E02004496,87.5
E02004497,89.6
E02004498,83.4
E02004499,89.2
E02004500,90.7
E02004501,88.2
E02004502,88.9
E02004503,89
E02004504,89
E02004505,88
E02004506,90.2
E02004507,82.4
E02004508,91
E02004509,84.8
E02004512,78
E02004513,59.6
E02004514,87.5
E02004515,89.7
E02004516,75.8
E02004517,88.4
E02004518,88.9
E02004519,90.1
E02004520,82.8
E02004521,85
E02004522,65.8
E02004523,83.4
E02004524,91.9
E02004525,89.7
E02004526,91.9
E02004527,84
E02004528,79.3
E02004529,84.8
E02004530,83.2
E02004531,84
E02004532,84.3
E02004533,77.2
E02004534,75.6
E02004535,76.4
E02004536,86.2
E02004537,74.7
E02004538,82.2
E02004539,78
E02004540,82.9
E02004541,81.4
E02004542,82
E02004543,73.6
E02004544,82.3
E02004545,74.6
E02004546,73.7
E02004547,71.1
E02004548,81.1
E02004549,77.6
E02004550,71.5
E02004551,76.9
E02004552,80.5
E02004553,76
E02004554,74
E02004555,90.6
E02004556,90
E02004557,89
E02004558,87.1
E02004559,90.9
E02004560,84.9
E02004561,88.3
E02004562,88.7
E02004563,90.1
E02004564,88.3
E02004565,89.7
E02004566,81
E02004567,90.6
E02004568,86.7
E02004569,84.5
E02004570,88
E02004571,89.2
E02004572,86.6
E02004573,81.7
E02004574,86.6
E02004575,91.8
E02004576,91
E02004577,90.3
E02004578,88.7
E02004579,88.8
E02004580,91.3
E02004581,90.9
E02004582,87.8
E02004583,88.5
E02004584,90.6
E02004585,85.7
E02004586,83.7
E02004587,81.6
E02004588,76.9
E02004589,83.4
E02004590,85
E02004591,91.3
E02004592,87.9
E02004593,91.6
E02004594,90.2
E02004595,88.9
E02004596,84.3
E02004597,86.5
E02004598,86.8
E02004599,87.7
E02004600,86.7
E02004601,92.9
E02004602,81.4
E02004603,77.8
E02004604,78.6
E02004605,83.8
E02004606,82.6
E02004607,83.9
E02004608,79.5
E02004609,90.3
E02004610,86
E02004611,91.4
E02004612,92
E02004613,92.3
E02004614,92.8
E02004615,91.5
E02004616,92.6
E02004617,90.3
E02004618,90.7
E02004619,89.9
E02004620,92
E02004621,84.6
E02004622,89.5
E02004623,91.1
E02004624,89.4
E02004625,89.5
E02004626,89.5
E02004627,85.6
E02004628,90.3
E02004629,87.9
E02004630,91.3
E02004631,91.7
E02004632,91.5
E02004633,90.7
E02004634,89.5
E02004635,90
E02004636,92.8
E02004637,83
E02004638,90.4
E02004639,73.9
E02004640,68.7
E02004641,93.2
E02004642,84.5
E02004643,74
E02004644,82.2
E02004645,91.7
E02004646,81.9
E02004647,86.4
E02004648,89.6
E02004649,87
E02004650,83.2
E02004651,88.4
E02004652,90.9
E02004653,91.7
E02004654,89
E02004655,86.8
E02004656,83.6
E02004657,89.8
E02004658,92.1
E02004659,91.8
E02004660,90.6
E02004661,92.6
E02004662,91.8
E02004663,88
E02004664,88
E02004665,92.3
E02004666,90.7
E02004667,89.6
E02004668,91.6
E02004669,92.2
E02004670,92.5
E02004671,89.1
E02004672,90.7
E02004673,88.7
E02004674,87.8
E02004675,89.9
E02004676,91.4
E02004677,89.3
E02004678,91.3
E02004679,90.1
E02004680,89.4
E02004681,81.2
E02004682,84.9
E02004683,82
E02004684,85.3
E02004685,78.9
E02004686,79.4
E02004687,82.3
E02004688,82.3
E02004689,93
E02004690,87.9
E02004691,92.1
E02004692,93.4
E02004693,84.7
E02004694,91.6
E02004695,87.6
E02004696,92
E02004697,91.3
E02004698,89.3
E02004699,92.2
E02004700,86.1
E02004702,88.4
E02004703,92.7
E02004704,90
E02004705,90.2
E02004706,92
E02004707,91.1
E02004708,89.4
E02004709,91.8
E02004710,91.6
E02004712,92.6
E02004713,91.2
E02004714,91.7
E02004715,88.1
E02004716,90.4
E02004717,85.5
E02004718,84.2
E02004719,92.5
E02004720,90
E02004721,89.8
E02004722,89.9
E02004723,91
E02004724,88.1
E02004725,89.3
E02004726,89.9
E02004727,91.6
E02004728,90.3
E02004729,88.3
E02004730,91.8
E02004731,92.2
E02004732,90.7
E02004733,90.9
E02004734,89.1
E02004735,92.4
E02004736,92.5
E02004737,85.5
E02004738,90.6
E02004739,92.4
E02004740,93.5
E02004741,86.6
E02004742,87.8
E02004743,90.2
E02004744,81.3
E02004745,86.2
E02004746,91.5
E02004747,88.5
E02004748,83.4
E02004749,92.2
E02004750,91.2
E02004751,93.2
E02004752,94
E02004753,90.6
E02004754,90.3
E02004755,87.3
E02004756,90.9
E02004757,93.4
E02004758,90.7
E02004759,92.1
E02004760,90.5
E02004761,91.4
E02004764,91.4
E02004765,92
E02004766,88.2
E02004767,82.3
E02004768,86.9
E02004769,80.8
E02004770,81.8
E02004771,83.6
E02004772,89.9
E02004774,91.4
E02004775,89.4
E02004776,91
E02004777,89.8
E02004778,90.4
E02004779,91.9
E02004780,87.7
E02004781,89.3
E02004782,88.5
E02004783,90.3
E02004784,92.6
E02004785,91
E02004786,90
E02004787,92.1
E02004788,90.8
E02004789,90
E02004790,88.4
E02004791,88.4
E02004792,91
E02004793,91.4
E02004794,90.2
E02004795,85.3
E02004796,92.7
E02004797,89.4
E02004798,87.1
E02004799,89.7
E02004800,93.9
E02004801,93
E02004802,86.1
E02004803,84
E02004804,90.4
E02004805,87.3
E02004806,90
E02004807,85.4
E02004808,85
E02004809,84.5
E02004810,84.4
E02004811,84.6
E02004812,87.9
E02004813,85.1
E02004814,91.5
E02004815,80.9
E02004816,87
E02004817,87.4
E02004818,91.6
E02004819,90.2
E02004820,93
E02004821,91.4
E02004822,92.7
E02004823,92
E02004824,90.4
E02004825,92.2
E02004826,89.7
E02004827,92.3
E02004828,91
E02004829,90.9
E02004830,91.1
E02004831,91.7
E02004832,91.5
E02004833,83.7
E02004834,79.9
E02004835,81.2
E02004836,82.2
E02004837,89.7
E02004838,93.3
E02004839,90.7
E02004840,92.8
E02004841,88.8
E02004842,91.3
E02004843,85.7
E02004844,80.1
E02004845,80.8
E02004846,87.4
E02004847,78.2
E02004848,79.2
E02004849,83.9
E02004850,77.4
E02004851,80
E02004852,77.1
E02004853,78.2
E02004854,75.6
E02004855,66.2
E02004856,86.4
E02004857,88.9
E02004858,87.2
E02004859,90
E02004860,76.2
E02004861,91.6
E02004862,77.6
E02004863,77.1
E02004864,88.9
E02004865,81.4
E02004866,83.8
E02004867,88.9
E02004868,79.7
E02004869,86.9
E02004870,77.5
E02004871,83.8
E02004872,85.7
E02004873,86.1
E02004874,82.6
E02004875,81.8
E02004876,83.8
E02004877,87.1
