postcode,measure_a,measure_b
W12 8AB,20.42357111,99.82403263
W6 0AG,18.79442733,86.33244853
W6 8NR,15.92147315,53.39289365
SW6 3DD,17.94388255,180.6744759
W12 0PH,16.06024024,99.29025764
SW6 1JT,17.98278897,150.8419774
SW6 7BJ,10.73937494,61.74086235
W12 7LY,13.48737438,72.85924864
W12 0LN,14.01885514,143.0529082
SW6 6AJ,20.50994655,104.1096341
W12 7ER,15.01147178,86.07209713
SW6 6NQ,20.94749549,141.438352
W12 0HA,20.69513311,226.2603847
SW6 3SL,12.16187508,88.94833123
W6 0EZ,8.393225724,3.369837586
SW6 6AB,7.437574797,52.4583187
W6 8QQ,13.08494624,33.80727747
SW6 3BA,19.58737472,88.73993728
W12 9TB,7.830152119,194.6094789
SW6 6DZ,13.27656435,69.87680613
W12 0PQ,17.9948426,126.4189697
SW6 2QU,15.11094181,-20.23935679
W14 0AL,12.80885002,95.36202435
SW6 6NU,12.19592197,32.51079881
W12 0BW,13.3343215,207.364399
SW6 4BJ,7.719025735,4.655897953
W12 7PW,17.05974246,108.9326905
W14 9HQ,12.53047631,57.75639646
W12 7QS,13.89853643,158.9916422
W14 9PB,11.91674035,74.79750478
SW6 4DR,8.29999291,-9.43520355
W12 7HJ,11.34174079,83.29796717
W6 9LT,7.845556185,124.8769887
W12 7HL,9.163907574,87.31118383
W12 7QG,11.16766066,66.50713521
SW6 2NF,13.85784153,-8.19529525
SW6 6PS,13.57807519,5.782351677
SW6 6AA,15.78277864,11.88499897
SW6 2SE,15.75951241,82.91432825
W12 7HQ,16.32904465,101.6857568
W12 0HT,12.51279775,130.1418386
W12 7QZ,10.24548706,91.66674693
SW6 6RD,7.212676087,88.59330927
SW6 5LU,14.11548616,139.386891
W10 6QL,12.52347251,137.745833
W12 0HN,15.6161451,20.70539714
W12 8AH,19.47121032,8.581231534
BS22 9UH,9.044233949,41.05512662
BS5 0SW,20.86352683,107.7242011
BS15 8NA,9.905360292,67.00565356
BS16 5JE,15.93945916,101.8084842
BS15 3EJ,26.83815805,94.36562434
BS35 2AB,21.18024549,9.755942699
BS34 5JP,15.57295516,117.6600912
HA13EL,15.54994031,59.27677958
NE6 2UT,6.101149221,58.73525251
BN27 4EP,20.59481516,166.9811563
dy7 6he,16.63153986,63.27538343
HU17 0AP,44.44180382,270.6990016
NE32 5QY,23.62750445,53.95096038
NE33 2RR,12.28172544,28.16581751
NE34 7HE,31.03267949,183.4212806
NE33 2AQ,7.50878343,37.65501492
NE32 4AQ,14.77402346,56.75358659
NE33 2DW,8.21157444,24.11482126
NE32 3LN,19.52365203,68.31231353
NE33 1QD,21.4663972,47.38855149
NE33 1PX,11.56915396,158.3327078
NE33 4EB,10.54865166,103.7888863
NE32 3RT,16.14777296,38.71848891
NE32 4QD,23.90717157,104.2610396
CM20 1QX,21.97777169,52.94165587
BN2 7HQ,14.16845453,-66.35545582
BN3 4GW,16.13331111,8.229459975
BN3 5HJ,8.768103657,105.3628075
HU17 0AU,65.05708534,225.4250487
HU17 9EG,67.58296951,282.964819
HU17 8JR,51.87222417,189.427429
YO15 2DY,60.65500724,258.4334684
HU12 8ES,46.85412081,198.862446
HU16 5QQ,28.07806558,99.40667281
NG31 6TT,41.6004598,181.616402
PE9 1EG,18.47105678,114.5274574
PE6 8PA,39.16334769,183.1558202
PE10 9NS,49.49008366,228.4329802
LE65 1HU,8.144645141,10.07829146
AL1 2DL,31.35262555,71.30702896
SO23 7ED,36.79693671,190.9502536
BN2 1DH,15.68668998,116.1632874
SO23 7EA,37.09080559,231.8926273
SO23 7DJ,24.89076506,152.1391269
SO23 7EF,40.36845537,160.6713544
SO23 7EQ,36.975781,86.14505742
SO23 7DQ,49.82250646,308.903775
SO23 7DE,43.65581038,130.9676306
SO23 7DA,40.47622333,120.8044114
SO23 8DJ,18.96775121,97.83227991
LE67 8NR,4.669192587,107.1500432
SO50 5GJ,39.587306,121.2629886
SO50 9AZ,38.22766216,158.7553795
SO50 5NW,46.59321603,183.797174
SO50 9BE,28.37300002,207.5881881
SO50 9AR,59.71934788,244.4403508
SO50 9BL,31.29310569,226.9687524
CV5 8GF,14.80863983,85.01593757
CV2 5JH,32.81828345,126.4195402
SO50 9BR,31.86431471,126.0403013
SO50 9BU,47.02486194,145.6992564
SO50 9BZ,59.05561771,291.3082657
SO50 5JQ,32.28307012,55.53581847
SO50 5JR,70.06157363,321.2513426
SO50 5JS,32.59324342,164.3524738
SO50 5NH,43.15293365,250.4496358
SO50 5HZ,34.2028492,98.20951982
SO50 5HX,83.89176364,285.8907215
SO50 5HA,57.59948351,175.4115391
SO50 5HD,47.41802169,188.1955003
SO50 5HH,64.5954057,229.4787146
SO50 5NP,50.48296155,175.6263893
SO50 5NF,40.71243744,289.7029836
SO50 5AR,45.87430673,235.2128115
SO50 5NA,55.02923769,310.3171486
SO50 5LS,68.8721705,274.7030038
DE74 2LF,8.408528428,91.02106028
SO50 5QR,29.09466113,84.02058344
SO50 5PY,77.04449024,384.9031484
SO50 5QE,33.27164304,128.5591463
SO50 5QH,30.95282094,44.47014567
CV5 8GE,11.27776298,109.3920046
CV6 2BP,18.21208005,20.32132772
CV1 2BG,19.7793516,128.2940456
CV2 5DE,14.24491701,146.3563781
CV6 1LJ,13.34956932,52.74926307
CV6 3DX,27.23141619,156.708593
CV6 3BA,14.0263437,98.79624986
CV6 2LP,26.08097332,151.1554611
CV6 2LN,14.41591828,10.10143988
CV6 2LU,19.34295795,116.0988565
CV6 2LF,12.88134816,-5.53828085
CV6 2LG,19.95809269,89.82148964
CV6 3DN,18.14105511,-12.03949267
CV6 2JS,24.09385426,99.47883097
CV6 2LW,22.41698301,100.9997503
CV6 2LX,14.07838435,33.83741975
CV6 2LY,15.87513996,53.83658262
CV6 2GZ,16.87595379,57.82338449
CV6 2HB,24.47354215,129.8235552
CV6 2HD,25.78013077,-4.219601559
CV6 2HR,22.76743246,101.0610671
SW18 1HS,7.333422093,25.81955344
SW15 2NQ,20.48455218,87.86241964
SW15 2PS,9.633320052,32.87045785
SW15 2NY,16.63088444,144.7133442
SW15 2LW,12.10732336,2.689952452
SW15 1AH,20.89181166,94.11810744
SW11 5RZ,8.917300417,109.5140301
SW11 5SA,9.051950868,57.17197182
SW11 5PU,16.76396668,70.04442264
SW11 5NT,10.33828519,13.53907084
SW11 5NS,17.19596934,-37.05149165
SW11 5PT,14.61331754,60.73864835
SW11 5PR,11.66137975,87.74062235
SW11 5EE,7.147651627,9.658896455
SW11 5ED,19.23088976,124.4725827
SW11 5SB,11.5287099,167.1792214
SW11 5SR,8.532540885,24.03929711
SW11 5RY,14.66342018,119.5587337
SW11 5SQ,11.18170675,96.36356537
SW11 5SG,9.888351676,55.24047698
SW11 4RS,9.42331565,4.866092814
SW11 4RR,10.5870059,4.951428209
SW15 2LL,7.973157116,7.757455999
SW15 2LJ,7.940439786,109.5782111
SW15 2LA,8.062645187,82.63472396
SW15 2LP,15.33231767,85.68696085
SW17 7AS,9.778393056,-18.31587378
SW15 2LR,9.614252364,118.6524979
SW15 2LF,8.44175846,112.998955
SW11 3DP,19.14704569,47.50996455
SW11 5NZ,15.26782372,168.908608
SW17 8JL,19.90992607,142.020924
SW15 2LN,18.00396473,118.4644152
SW11 5QB,10.41815131,168.190876
SW18 5RF,18.30241989,104.0405639
SW12 9RW,20.28326347,143.7082272
SW19 6NU,13.52978982,118.6992458
SW11 5SS,12.5578182,-19.34359973
SW18 5RQ,16.99486078,179.2403283
SW19 6NT,16.58123603,101.8701092
SW11 5PN,19.71296018,112.4769175
SW11 5UX,12.44016855,90.60089517
SW11 5NW,8.727657959,34.19178244
SW18 2NY,19.84565538,115.4695441
SW11 5PL,20.14760109,80.05704856
SW11 5PJ,13.1126281,45.64127758
SW18 2NX,14.22232947,77.65270376
SW11 5NN,11.17696718,74.87406621
SW11 5NR,19.88688552,10.13194208
SW11 5SX,13.47197658,58.33683802
SW11 5ST,11.98322654,36.22251078
SW11 5SU,17.83035835,98.78683022
SW11 5PE,14.91910966,38.942307
SW11 5EJ,11.12573421,121.559764
SW11 5EN,8.898780319,74.90928093
SW11 5EW,11.67346577,165.1521444
SW15 2LD,9.611903205,82.86195356
SW15 2PW,8.526873387,-16.22179479
SO30 4RT,22.17540501,24.45956155
DY5 1QX,16.76901764,104.3654363
L9 5AN,22.15057748,183.6488715
DE22 3FA,18.84359348,85.94683534
N15 3LP,11.50212999,-0.008919854
TW6 1AP,16.43913453,68.12842957
DL5 6AT,31.28174514,84.76544014
NW10 4LP,16.93128989,159.1458873
SW17 0RE,6.674254444,111.4407296
HA9 7HY,30.98090496,166.3570366
N22 6TB,18.95742378,68.21299795
SE18 6RU,41.25334856,140.0661224
WD18 9BL,17.68289201,16.87421469
E14 6FT,11.34935337,37.51275161
NE37 3AG,35.89067456,180.3278116
NE4 6BE,32.70557706,118.6092186
NE38 8AB,18.04389064,137.0260191
TS2 1QJ,9.51597583,83.13973546
PR5 8BX,29.38328452,145.1539055
M33 5NL,28.32797304,130.937344
TW18 3HP,36.1814121,215.3022513
HA3 0QQ,15.88176186,42.74652649
CH65 1AL,18.68718503,94.79257904
TS14 8DL,28.53370281,57.67826528
SR5 4BW,17.41735876,38.88128103
TS10 4SQ,26.9156835,96.88821837
E11 1NR,40.02343774,143.2443498
DE74 2SA,17.56028192,68.58297499
CR0 4FF,31.73833721,87.90116144
RH15 9QT,11.23379814,98.09041945
EX1 3WT,14.85128627,61.07728716
TA2 7QP,19.27555504,124.582635
SR1 3DR,51.14753812,180.420946
M45 8QH,15.23727313,41.47793989
CM9 4LQ,17.32071114,121.420216
YO12 4HF,27.00681869,81.19540961
SR5 3JJ,13.61391384,126.3953672
DN5 0EW,13.35734932,123.5578715
LS9 6SR,9.904641597,37.71620171
NE22 6BP,15.66240852,65.55116037
NE10 0QD,11.28929383,63.4727645
DL15 8ND,14.41883852,96.43608906
NE16 3AF,20.70785114,120.5310946
PL7 4NF,12.33712056,66.41348461
RH10 1GY,37.71837293,125.1185535
SL1 1XW,23.67540318,39.71025539
BS15 8JD,22.46109275,106.7752922
SK1 4LG,11.17676487,54.46388939
HA4 0QQ,27.5815062,160.5765122
NR3 2RY,8.779690498,50.50375352
LN2 4JA,8.692897605,33.69704326
LS25 2JY,18.41452825,65.7122963
CR4 2AD,11.03983981,65.00137738
HG5 0DH,28.21759368,81.81346956
OL14 5QW,22.39104683,159.4056408
HD6 1PE,10.2145384,-35.11540084
DH8 7ES,16.95731696,177.0379676
DN18 5LQ,6.668897208,74.1495
OX10 9BS,18.01595425,20.20486535
DN11 0TZ,16.13392287,104.1035881
TQ4 7FP,12.82389198,27.45580451
BS7 9QY,9.802626897,56.3888333
PO15 7FU,9.704392006,7.830581226
WR9 9RB,21.87943326,102.3563701
SW11 5PB,20.11580725,110.5052446
SW11 5NU,15.37548794,88.63365741
SW11 5PA,13.22849254,-7.89709073
SW11 5PD,14.83322755,168.2903102
SW15 2RG,13.01177545,89.70772911
SW15 2EE,12.07799931,90.26216566
SW15 2ED,17.68760459,83.23230082
SW15 2EA,16.05342133,68.60203505
SW11 5EF,11.02898446,23.90139707
SW11 5EB,12.25931218,20.52927805
SW11 5EQ,17.00181393,82.91572212
SW11 5SH,12.86969456,-32.98863163
SW11 5SJ,16.22848214,74.47719211
SW11 5SN,15.49707558,36.12492799
SW11 5QA,11.48748244,69.77708146
SW11 5QE,17.75740292,121.9138375
SW11 5PH,20.98373751,128.8383685
SW11 5EP,12.38899172,35.53973114
SW15 1AN,15.16651374,71.39573549
CV6 4HS,46.36896534,244.2817153
CV6 4HT,14.49600182,116.1891825
SW14 8QA,14.08039937,118.5723723
SW14 7HN,10.58202434,99.20294513
SW14 8QG,20.62540925,111.5463071
TW1 2HE,20.56675591,134.72145
TW1 2HN,17.4079146,136.0174469
TW9 2JD,14.6348332,12.6882024
SW13 0DT,12.3226122,81.54373627
TW9 2ED,19.78986677,99.49008667
TW9 2EJ,13.1053635,113.9045076
SW13 0BY,17.25565857,194.0714294
TW1 2HL,19.05284607,51.56448521
TW12 1JH,9.408084723,130.93332
TW12 1JL,11.68917973,107.7831325
TW10 7EB,9.837880017,205.8044278
TW10 7EE,17.12529814,68.8408588
TW10 7YB,13.29522311,-18.28860708
SW14 8NY,11.73220429,82.51075884
TW9 4LE,9.701684619,83.07307738
SW14 7BQ,12.03743107,67.29942144
SW13 9RH,17.64621969,116.7513108
SW13 0JT,8.443796134,37.03459184
SW15 6LD,16.93482122,133.6456627
SW13 0JR,12.7675313,64.99141816
SW15 6LB,12.70027657,46.5031221
TW9 4LD,16.85451868,61.55760464
TW2 6RS,17.21946624,151.6754386
TW9 2HH,9.099642133,13.61785611
TW1 2LW,19.15552835,162.1599579
TW11 0LF,13.4329251,111.0009151
TW1 2LN,14.7346668,93.665691
TW1 1JS,16.74219852,88.62464877
TW1 4NF,15.88928052,31.19325629
TW1 4NG,11.75994047,77.89314102
TW2 7EU,17.77789372,100.667137
TW1 1PB,9.068196591,79.39818889
TW9 2EL,8.914215984,132.1105555
TW9 2EH,8.767429786,40.44644432
SW14 8QD,17.00241569,111.0671481
TW1 2PF,15.39618328,103.104089
SW13 9PG,19.8571796,136.0777017
TW11 8SN,11.51923239,5.570497261
TW11 8SL,19.60202585,124.286697
TW11 0PS,17.22914908,81.25900826
TW11 0PY,14.81284623,130.1251395
TW11 8UA,18.40128731,106.1626501
TW12 2JL,15.02149924,104.3538009
TW1 1PA,20.72138528,175.9457565
CV6 2JA,17.4007876,49.65620589
LE67 5GZ,12.47377984,66.54385229
CV5 8LZ,19.87175547,161.5362121
CV5 8BH,44.05069711,158.4640654
CV5 8AJ,14.78718441,101.4412376
CV5 8AQ,19.20897581,123.489761
CV5 8AR,22.75749553,140.9562671
CV5 8AA,57.18752741,201.6338065
CV5 8BD,33.4460944,100.9311899
CV5 8BE,12.25580085,-32.18420047
CV2 5HT,11.10836307,103.3038466
CV2 5HR,62.49240319,181.9970322
CV2 1HZ,57.91624563,367.2388275
CV6 5BL,26.39380677,124.1259894
CV6 6FL,16.44686666,70.9624462
CV1 2DQ,37.67115253,161.5137146
CV6 7BP,29.62325154,166.7983728
CV6 6BX,35.02383439,200.0669119
CV6 6BG,14.96074793,56.73458156
CV6 6EE,12.38103595,43.04572593
CV6 6BA,42.61467912,102.3211309
CV6 6JU,12.99825726,113.9499465
CV6 6JL,9.172173751,106.7349286
CV6 6JN,22.03721885,175.1138068
CV6 6JJ,10.32015832,10.11996589
CV6 6JQ,25.3896375,93.89868388
CV2 1RX,35.0865435,106.5812721
CV2 1QD,39.22160222,156.9806497
CV6 6DT,20.58909202,63.44135319
CV5 8EU,55.34521507,208.7524743
CV5 8GH,22.84212495,91.16948821
CV5 8FN,27.39427671,146.9130967
CV5 8FZ,63.21915042,236.2077887
CV5 8GJ,36.98041917,96.13760467
CV5 8FX,26.3297218,82.9844719
CV6 3BJ,40.0792153,193.0456948
CV6 3AL,10.99467571,75.04325189
CV6 3AN,8.445029827,-2.675360677
CV6 3DB,43.52952614,211.0890694
CV6 3EY,37.56587388,95.98892387
CV6 3GQ,27.48109765,140.0558268
CV6 3GN,50.40909059,171.8721722
CV6 3FY,26.02114984,139.5239758
CV6 3GZ,66.3173659,351.4680522
CV6 3LL,22.19132234,93.33402659
CV5 8JQ,25.10603823,143.9117778
BS7 0XW,30.82420747,176.18437
FY1 5QE,22.07527742,84.45110853
E11 4PX,10.93273048,25.27643549
E15 2BG,22.32701457,200.4792505
E10 5AS,6.921099093,110.9543695
E10 6EP,8.818419549,121.0904162
E17 4NL,15.64826664,95.14529439
E17 4NX,19.20789926,93.20484223
E11 4AP,7.460356317,144.7572562
E17 4JU,9.809999704,81.45457668
E11 4YD,15.25041925,94.13096897
E10 6DL,15.45815736,63.01872118
YO8 4BE,16.05094581,44.55816067
YO17 7HH,11.71118787,49.37161333
YO17 6BT,23.51544987,94.19611048
YO61 3FB,14.38597963,75.71451107
YO62 6AU,16.63792786,121.527671
YO17 7BQ,22.45334442,91.64949581
YO18 7DP,16.4959083,134.6112289
YO18 8DL,12.1408847,71.98280488
YO62 5AT,30.0734157,148.4554848
RG1 3QA,21.69983128,96.18792508
LE10 1DS,6.605407482,45.67048269
LE10 1QU,8.638066574,-6.983471805
NR25 6HG,16.18197676,45.60640291
NR27 9DX,11.72889747,108.6707078
NR21 8BS,32.56415551,161.2149024
NR23 1BA,22.17380561,151.1237507
SP3 6JL,30.67720852,94.55910582
BB2 7EW,23.3726177,68.00360108
SE27 0BB,22.82372122,168.6377025
SW16 3HD,27.49294095,164.3741546
SW2 2HD,21.76019412,92.73944645
SW4 8NJ,27.15044576,197.8117743
SW12 0NF,10.58041067,18.21241871
SW9 7PR,16.41539933,26.73468009
E16 1SZ,17.71788291,46.06214864
PE27 5YZ,11.90909801,207.0326629
E13 9EZ,17.32750694,35.5453735
E15 4QZ,25.34188497,158.8991652
S4 7WW,25.95733365,98.36114513
SE16 3GG,19.57828927,133.6335702
OX29 0RN,43.255524,222.820071
E14 6AQ,19.19271602,147.5545063
BA2 7PJ,28.4593921,34.947618
EX2 8PU,3.249140909,42.32440496
B92 8NW,30.24398673,192.3196217
YO26 6RB,19.85585954,93.39261091
BB6 8BE,28.59881811,128.6185947
OX7 5AB,38.15500975,103.5264278
HU13 9LH,21.43752948,80.51449722
PE12 9JB,7.689438065,65.03517608
WA16 0SU,27.25728164,214.4521946
NE2 1XE,21.47220012,52.01192869
UB8 3PH,35.85479854,169.6001045
PO15 7PD,24.13839551,77.7555699
CO3 8RG,15.5736375,73.96585981
GL1 5SH,11.19625857,20.52924949
PE25 3SJ,20.96458442,134.2016647
RG14 7RW,30.12752212,111.5709896
NR26 8TL,31.64812982,201.1398942
NR11 8PR,27.35298303,151.8827696
NW2 7JP,20.43464613,111.3660897
N1C 4AB,19.21788066,104.8837107
NR13 5AR,18.86033765,135.1757017
CW9 5NN,35.87574168,215.3381304
TW13 6SS,15.80354434,105.3295944
WV9 5GB,14.74854139,119.9547534
ST5 5AZ,33.57557321,162.9422941
ST5 5AA,31.64930144,70.511186
ST5 5BG,42.82302861,126.181858
LA1 4YF,14.42282724,39.8089356
B40 1PU,33.82805591,163.1662447
TN13 2TD,27.28214419,194.8393891
CV10 0TU,15.0481312,36.2804607
GU10 2QD,21.94943865,40.74966804
PE1 1YX,7.88955644,-41.93750176
CH65 9HD,21.05789122,65.40738485
ME20 7TP,31.04829331,177.9553766
PE1 5AP,22.48957151,60.43152986
PE1 5DD,10.2846118,135.1186518
NR1 2RT,34.84239786,68.26171627
DN36 4RJ,24.40024779,146.3359828
FY4 1EZ,24.04308193,119.0241437
TA3 6SG,32.67048538,117.0249875
OL2 5HX,32.30938136,161.5212055
LN2 4QQ,28.50427428,156.9114222
LS3 1HS,25.50721596,202.9606174
PO40 9UH,17.61006946,51.8175874
IP24 3TP,23.04334353,51.14768584
SL9 8PP,20.48303393,7.952199673
HP17 8EP,19.09557238,94.31887508
CV35 8RH,11.98797175,109.9172449
HP22 5UA,39.47850404,258.2900653
HP20 1RU,27.96164843,239.9510216
TA8 2QY,18.82108259,25.17925496
BA13 4JR,10.84846281,43.79944669
OX16 5AB,8.340423727,52.14894439
BS31 1HH,26.76504521,167.5944856
BA1 3NB,20.51897544,69.57856778
HP13 6NN,12.97596453,-10.60683013
YO30 4XZ,23.10310199,141.3823369
RG9 1UF,26.98725752,47.01115846
GU15 3SP,25.95953218,78.29044191
SR5 3JG,33.22582689,236.6722085
GU7 1LQ,22.55236228,148.5907749
GL7 1NP,21.99003921,108.3659923
DY13 8ND,29.05536857,140.9246702
DY9 7HH,26.13316391,149.437832
LS11 5JS,30.44043592,96.56043568
NE25 0FF,13.27378509,140.8671865
CT12 5FJ,16.73131336,173.6413016
WF7 5HY,22.95454919,158.8021835
CV34 5YA,24.85460134,82.28106307
OX26 6FA,21.69602519,124.2247446
GL51 9RR,26.03958026,33.4235606
TW9 4LT,23.03090285,139.660777
PE30 4LR,32.42872138,181.7195537
S80 3PA,29.2160455,199.8896466
PO16 8AA,22.30319396,111.2682632
DY14 8DR,22.65055447,161.0821694
DN31 1ED,34.43594917,194.9301703
CO4 6AT,26.9318651,63.59098205
B16 8LP,9.319300441,124.913026
SM1 1PQ,21.14221799,138.6064482
SP1 2FE,20.08844125,115.777078
WA5 7WG,29.18582231,147.1493244
CW1 6FX,37.99836694,156.7820543
NW1 9LJ,14.33289262,-18.00928875
IP1 5BN,13.72970353,75.01495148
S6 1LY,15.29382102,87.47758161
TW6 3XA,26.73516641,156.2001663
BH6 3SR,24.53261024,66.49596033
N1 0RW,17.43554657,49.98754269
SE2 9NU,27.56432943,180.7620288
DH1 5GB,26.26760122,169.5165121
PL21 9GS,14.17039559,138.2150522
SP2 7NU,17.4839651,148.5885477
ST5 5BJ,46.32594594,133.9908807
TW14 9QS,17.18129452,109.1088897
RG17 7UU,34.16828634,106.934885
OX10 0AU,14.87302732,55.07443922
RG9 2DG,22.03266864,61.99079062
WV8 1DB,45.09245552,165.7400667
DT1 1XU,15.09191446,162.7585827
BS34 8SS,19.74109609,80.52852941
SM3 9AA,14.130234,49.04946656
W4 5UT,21.31096357,84.85149875
HA4 0EG,14.5041442,76.46427685
CV37 6NH,25.47820763,131.7840104
KT9 2NE,24.32030834,120.4341792
B35 7RA,41.4449128,112.0096432
SE22 8BB,16.30103734,75.48323539
SE26 4PU,18.65455888,121.1713409
RG8 7AR,20.77111044,83.41716645
NG5 6HA,12.08242173,75.21649591
NG13 8GF,17.52921053,108.3147041
B5 4BU,33.89215616,124.7535317
GL54 2EP,47.95200676,168.5765093
RG6 1PT,16.15538707,49.05492519
WR3 8SE,15.52186437,146.1952849
WF6 2AY,8.429526895,48.87310005
WV9 5GA,7.48881837,39.17430347
DN8 5BA,21.00344702,146.0993742
PO20 8HP,19.11493528,128.0217545
S73 8DS,19.23662011,88.4489066
SN14 6UZ,14.94089389,43.7877554
OX16 2RS,24.97085156,110.8782096
W3 6TJ,33.69344046,68.57948477
LA6 1BL,38.1574903,149.3914656
CM20 2DA,11.59374,58.66440734
LA6 1NJ,39.60332929,249.7903132
NG22 9DP,21.59743811,34.60761897
NG22 9DN,36.85387192,129.4838449
NW8 9SG,16.00164158,114.4120242
IP24 3TR,42.2483315,144.4710455
BA12 7PU,32.84630102,141.3638746
FY3 9TN,44.44002878,144.1218038
TA24 6DF,19.82836167,138.4622763
LS5 3BL,16.30974481,90.88955104
WF1 2UZ,15.69505222,75.75606158
MK45 2HZ,17.32871609,82.09774406
L13 1AD,17.85532356,111.0861633
WC1N 1DB,42.97751298,236.8080154
SO21 3SP,16.67111395,139.469116
OX14 4RS,28.17737478,92.48713741
WA14 5GR,11.44625699,75.98967634
CV31 3NS,21.89595594,121.8362454
TA1 4DY,26.3196151,82.45256806
WF11 0BU,39.71186859,129.4369226
BL9 7AQ,11.02339483,183.2961887
SW1E 5JL,23.04371134,128.6741887
HP18 0QJ,11.56153973,49.78040529
RG1 2AG,28.94354161,141.1955171
RG1 2LR,19.5162042,165.0407366
NG4 2PE,26.542854,156.030563
BR5 3QY,16.16584912,77.9842398
UB9 4HD,23.93977556,76.52914645
HP18 9LS,19.86563189,83.18401722
SE1 9PX,21.03338971,66.16636677
SW7 1DW,17.50244518,171.2766043
W1K 7EH,20.48821291,91.22060611
SW1P 4DR,37.9449856,235.7301069
WA3 7PG,34.6094256,190.2252523
MK17 0SH,18.16646248,187.9102212
EX33 1QL,40.02163268,163.5893651
SO22 4QB,17.36557726,149.763402
MK9 1HL,15.31536023,62.29654257
WS12 1QR,42.82462059,140.4981845
OX14 4RQ,31.64009217,144.1751664
SS1 1DG,17.93982388,114.7638565
SN25 4AN,25.10828542,108.7310927
YO25 6RQ,19.1265215,72.42918043
SW1E 6AA,21.24258249,112.1050794
SW1A 2BD,17.02774105,67.74986732
ST5 5NP,18.88812937,114.3747217
CV3 4RP,18.53373466,220.6654714
PO3 5HH,21.57895192,66.43130974
OX4 4GA,31.85065639,51.11035707
NE29 7TE,20.36283216,152.3852199
SE18 7EP,13.35017653,100.3521787
SM2 5PT,29.27754576,145.9507791
BS2 9AB,40.30036038,235.5364814
EX33 1PA,40.23668683,159.6964796
SR6 0DA,30.81054135,64.13169574
SW19 2PP,12.3338462,51.9398842
CW9 7BL,33.63874185,220.3289403
HA1 1HS,14.34463106,85.90386623
NE1 4XQ,22.91538491,115.4117511
WD6 1WA,31.09448575,83.48848228
EN6 5AX,30.62009382,188.7470464
ME19 4YU,9.126632489,135.6865187
CR0 2WG,21.87823663,110.1580655
BS4 3BD,55.40934039,141.9588322
WD17 2SD,14.39849616,149.815077
RH1 1NN,17.07876592,63.49570891
WA7 2EU,9.796751716,66.97471242
SO18 2NL,22.56235533,237.1504733
TR3 6RE,22.58348352,88.24501877
CV10 0UX,18.16677593,231.2822557
PL6 8LR,14.27670067,55.369758
CT12 4AU,7.513297951,89.0976095
BB12 0TJ,6.093761115,-16.75160074
TW13 6JH,9.275921785,51.76620233
DA9 9ST,35.28035702,185.8881852
SY3 5AD,30.88167667,119.071179
CR0 4YA,24.7889584,97.02631541
LS2 7AS,7.125428461,85.4724739
LN6 9AX,5.196442455,86.13852609
BN21 3QJ,10.29362036,143.9894984
FY1 2EZ,10.0672069,39.80233003
SP11 0DS,18.01301735,45.70232084
B79 7ND,9.768166248,71.61062891
B61 0HT,11.46749952,81.22775968
BR4 0RJ,18.16321416,52.17075198
BR3 4AA,17.6975277,0.602882728
NN10 6FH,6.701477476,42.53778057
SW16 5NT,25.25188275,151.2361731
DE14 3TN,20.98816184,35.77424001
LE1 1PL,12.45052398,4.682813806
DN8 5TX,22.88895377,129.468852
WD17 2BD,15.32226301,152.346924
CW1 2RP,38.72218818,148.5215779
EX12 2NA,25.91341482,109.4251852
WA9 1JJ,27.79198085,72.02109108
NG7 5QJ,13.34511044,95.98185353
PE12 6EU,31.7303333,152.4033112
TW5 9UH,14.11415672,92.94531724
PL1 4RW,12.44270418,88.07487191
LS12 4RJ,32.62403124,101.7325545
SL1 4QZ,29.11894571,84.14853475
BH19 1AP,19.26112719,184.5293495
PL23 1ET,20.04809593,50.59908915
DT3 4ED,31.12242292,148.4715008
BB7 9QJ,16.42302085,88.80551757
L39 2XF,14.59239843,48.3031036
LN6 7FL,43.85836063,225.8306288
LN6 7TS,32.53280997,124.3760986
OX4 4GE,46.80063969,159.6358827
BN15 8RR,10.84236832,56.09501533
BN43 5WU,16.00702739,100.1415214
EX2 7NN,15.70858425,32.44275296
LA23 1JF,28.89959741,92.86888293
SO42 7QH,50.32954642,257.4795815
BA15 1TX,43.40345362,176.8957097
B29 6SN,47.11749463,178.2273525
BB7 3HP,13.18321845,84.55619728
TN4 8FJ,19.2692528,80.23579055
ME9 8PS,17.84140566,68.14825022
PE30 4NA,29.65818214,26.38379307
PE2 8TY,31.87153836,193.5337175
TQ4 6LP,40.76202759,218.3736939
WF13 2BH,22.87861496,48.24673909
BH24 4AZ,42.91005948,187.3919185
DN15 8TG,31.29207347,174.3539015
TR8 5EW,21.85022929,83.20644061
PL13 2JE,22.12490687,130.0565626
DE6 1LE,44.7338384,150.8288165
TN4 9EQ,26.93386802,120.2698151
EX22 7ED,13.93513904,15.90983795
PL30 3PL,30.89261513,137.2072073
W3 6UU,15.52719841,107.0329849
HU12 0JN,41.39867727,256.1853745
KT1 4DA,55.38114988,307.3506363
LU7 0QU,36.11207951,139.4265305
LU7 9JF,19.2074949,181.7818607
W3 7HB,33.92917744,111.2000244
EX1 3PF,20.48387614,105.1150764
UB7 0DQ,37.95212884,141.8094767
BH19 1DG,36.39118018,158.8537848
TQ4 7RZ,20.69046149,63.61938252
PL14 4QY,29.82791816,129.2963391
IP24 2RX,22.03671771,219.9476471
